nutrient,gender,age_start_months,age_end_months,amount,unit,source_type,source_name,source_url,notes
Iodine,Male,48,96,32.51,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,48,96,25.45,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Male,108,156,36.58,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,108,156,28.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Male,168,216,48.77,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,168,216,38.17,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Pregnant,168,216,38.17,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Lactating,168,216,38.17,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Male,228,360,40.64,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,228,360,31.81,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Pregnant,228,360,31.81,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Lactating,228,360,31.81,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Male,372,600,40.64,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,372,600,31.81,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Pregnant,372,600,31.81,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Lactating,372,600,31.81,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Male,612,840,44.70,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,612,840,34.99,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Male,840,,48.77,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iodine,Female,840,,38.17,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,0,6,0.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,0,6,0.19,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,7,12,0.33,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,7,12,0.26,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,12,36,0.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,12,36,0.39,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,48,96,0.66,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,48,96,0.52,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,108,156,0.74,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,108,156,0.58,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,168,216,0.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,168,216,0.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Pregnant,168,216,0.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Lactating,168,216,0.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,228,360,0.83,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,228,360,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Pregnant,228,360,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Lactating,228,360,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,372,600,0.83,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,372,600,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Pregnant,372,600,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Lactating,372,600,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,612,840,0.91,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,612,840,0.71,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Male,840,,0.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Fluoride,Female,840,,0.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,0,6,661.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,0,6,517.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,7,12,925.75,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,7,12,724.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,12,36,1322.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,12,36,1035.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,48,96,1983.75,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,48,96,1552.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,108,156,2380.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,108,156,1863.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,168,216,2909.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,168,216,2277.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Pregnant,168,216,2277.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Lactating,168,216,2277.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,228,360,2645.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,228,360,2070.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Pregnant,228,360,2070.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Lactating,228,360,2070.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,372,600,2645.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,372,600,2070.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Pregnant,372,600,2070.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Lactating,372,600,2070.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,612,840,2380.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,612,840,1863.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Male,840,,2248.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chloride,Female,840,,1759.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,0,6,146.62,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,0,6,114.75,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,7,12,205.28,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,7,12,160.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,12,36,293.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,12,36,229.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,48,96,439.88,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,48,96,344.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,108,156,527.85,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,108,156,413.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,168,216,645.15,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,168,216,504.90,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Pregnant,168,216,504.90,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Lactating,168,216,504.90,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,228,360,586.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,228,360,459.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Pregnant,228,360,459.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Lactating,228,360,459.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,372,600,586.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,372,600,459.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Pregnant,372,600,459.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Lactating,372,600,459.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,612,840,527.85,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,612,840,413.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Male,840,,498.52,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Sulfur,Female,840,,390.15,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,0,6,0.30,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,0,6,0.24,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,7,12,0.42,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,7,12,0.33,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,12,36,0.60,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,12,36,0.47,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,48,96,0.91,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,48,96,0.71,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,108,156,1.09,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,108,156,0.85,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,168,216,1.33,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,168,216,1.04,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Pregnant,168,216,1.04,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Lactating,168,216,1.04,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,228,360,1.21,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,228,360,0.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Pregnant,228,360,0.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Lactating,228,360,0.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,372,600,1.21,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,372,600,0.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Pregnant,372,600,0.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Lactating,372,600,0.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,612,840,1.09,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,612,840,0.85,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Male,840,,1.03,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Boron,Female,840,,0.80,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,0,6,1.81,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,0,6,1.42,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,7,12,2.54,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,7,12,1.98,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,12,36,3.62,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,12,36,2.83,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,48,96,5.43,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,48,96,4.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,108,156,6.52,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,108,156,5.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,168,216,7.97,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,168,216,6.24,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Pregnant,168,216,6.24,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Lactating,168,216,6.24,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,228,360,7.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,228,360,5.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Pregnant,228,360,5.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Lactating,228,360,5.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,372,600,7.25,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,372,600,5.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Pregnant,372,600,5.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Lactating,372,600,5.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,612,840,6.52,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,612,840,5.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Male,840,,6.16,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Silicon,Female,840,,4.82,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,0,6,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,0,6,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,7,12,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,7,12,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,12,36,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,12,36,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,48,96,0.0050,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,48,96,0.0040,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,108,156,0.0060,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,108,156,0.0050,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,168,216,0.0080,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,168,216,0.0060,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Pregnant,168,216,0.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Lactating,168,216,0.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,228,360,0.0070,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,228,360,0.0050,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Pregnant,228,360,0.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Lactating,228,360,0.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,372,600,0.0070,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,372,600,0.0050,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Pregnant,372,600,0.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Lactating,372,600,0.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,612,840,0.0060,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,612,840,0.0050,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Male,840,,0.0060,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vanadium,Female,840,,0.0050,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,0,6,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,0,6,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,7,12,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,7,12,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,12,36,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,12,36,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,48,96,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,48,96,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,108,156,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,108,156,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,168,216,0.0040,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,168,216,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Pregnant,168,216,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Lactating,168,216,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,228,360,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,228,360,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Pregnant,228,360,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Lactating,228,360,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,372,600,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,372,600,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Pregnant,372,600,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Lactating,372,600,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,612,840,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,612,840,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Male,840,,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Nickel,Female,840,,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,0,6,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,0,6,ND,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,7,12,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,7,12,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,12,36,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,12,36,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,48,96,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,48,96,0.0010,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,108,156,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,108,156,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,168,216,0.0030,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,168,216,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Pregnant,168,216,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Lactating,168,216,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,228,360,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,228,360,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Pregnant,228,360,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Lactating,228,360,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,372,600,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,372,600,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Pregnant,372,600,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Lactating,372,600,0.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,612,840,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,612,840,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Male,840,,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Cobalt,Female,840,,0.0020,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Male,0,6,11.47,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Female,0,6,8.98,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Male,7,12,10.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Female,7,12,7.98,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Male,12,36,7.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Female,12,36,5.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Male,48,96,6.37,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Female,48,96,4.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Male,108,156,7.01,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Female,108,156,5.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Male,168,216,7.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Female,168,216,5.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Pregnant,168,216,5.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Leucine,Lactating,168,216,5.99,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
