nutrient,gender,age_start_months,age_end_months,amount,unit,source_type,source_name,source_url,notes
Eicosapentaenoic Acid (EPA),Male,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Pregnant,372,600,250,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,612,840,237,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,612,840,237,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Female,840,840,225,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Eicosapentaenoic Acid (EPA),Male,840,840,225,mg,Research-based,Global Organization for EPA and DHA,https://doi.org/10.1016/j.plefa.2008.10.001,Essential omega-3 fatty acid with anti-inflammatory properties. Important for cardiovascular health
Vitamin B9,Female,0,6,120,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,0,6,120,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,7,12,160,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,7,12,160,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,12,36,200,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,12,36,200,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,48,96,240,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,48,96,240,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,108,156,320,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,108,156,320,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,168,216,400,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Lactating,168,216,500,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,168,216,400,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Pregnant,168,216,600,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,228,360,400,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Lactating,228,360,500,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,228,360,400,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Pregnant,228,360,600,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,372,600,400,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Lactating,372,600,500,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,372,600,400,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Pregnant,372,600,600,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,612,840,380,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,612,840,380,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Female,840,840,360,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Vitamin B9,Male,840,840,360,mcg DFE,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Folate-HealthProfessional/,"Essential for DNA synthesis, red blood cell formation. Critical during pregnancy to prevent neural tube defects"
Glutamine,Female,0,6,150,mg/kg body weight,Research-based,Clinical Nutrition,https://doi.org/10.1016/j.clnu.2003.10.001,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,0,6,150,mg/kg body weight,Research-based,Clinical Nutrition,https://doi.org/10.1016/j.clnu.2003.10.001,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,7,12,140,mg/kg body weight,Research-based,Clinical Nutrition,https://doi.org/10.1016/j.clnu.2003.10.001,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,7,12,140,mg/kg body weight,Research-based,Clinical Nutrition,https://doi.org/10.1016/j.clnu.2003.10.001,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,12,36,8000,mg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/55.5.996,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,12,36,8000,mg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/55.5.996,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,48,96,10000,mg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/55.5.996,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,48,96,10000,mg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/55.5.996,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,108,156,12000,mg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/55.5.996,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,108,156,12000,mg,Research-based,American Journal of Clinical Nutrition,https://doi.org/10.1093/ajcn/55.5.996,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,168,216,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Lactating,168,216,20000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,168,216,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Pregnant,168,216,18000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,228,360,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Lactating,228,360,20000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,228,360,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Pregnant,228,360,18000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,372,600,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Lactating,372,600,20000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,372,600,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Pregnant,372,600,18000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,612,840,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,612,840,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Female,840,840,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glutamine,Male,840,840,15000,mg,Research-based,Critical Care Medicine,https://doi.org/10.1097/CCM.0000000000001429,"Conditionally essential during critical illness, sepsis, trauma, burns, chemotherapy, intense exercise, stress, immunosuppression, and pregnancy. Optimal: 10000-20000mg/day for gut health, clinical: up to 30000mg/day"
Glycine,Female,0,6,100,mg/kg body weight,Research-based,Journal of Nutrition,https://doi.org/10.1093/jn/130.7.1835,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,0,6,100,mg/kg body weight,Research-based,Journal of Nutrition,https://doi.org/10.1093/jn/130.7.1835,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,7,12,95,mg/kg body weight,Research-based,Journal of Nutrition,https://doi.org/10.1093/jn/130.7.1835,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,7,12,95,mg/kg body weight,Research-based,Journal of Nutrition,https://doi.org/10.1093/jn/130.7.1835,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,12,36,2000,mg,Research-based,Sleep Medicine Reviews,https://doi.org/10.1016/j.smrv.2006.06.005,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,12,36,2000,mg,Research-based,Sleep Medicine Reviews,https://doi.org/10.1016/j.smrv.2006.06.005,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,48,96,2500,mg,Research-based,Sleep Medicine Reviews,https://doi.org/10.1016/j.smrv.2006.06.005,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,48,96,2500,mg,Research-based,Sleep Medicine Reviews,https://doi.org/10.1016/j.smrv.2006.06.005,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,108,156,3000,mg,Research-based,Sleep Medicine Reviews,https://doi.org/10.1016/j.smrv.2006.06.005,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,108,156,3000,mg,Research-based,Sleep Medicine Reviews,https://doi.org/10.1016/j.smrv.2006.06.005,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,168,216,3500,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Lactating,168,216,4000,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,168,216,3500,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Pregnant,168,216,4000,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,228,360,4000,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Lactating,228,360,4500,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,228,360,4000,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Pregnant,228,360,4500,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,372,600,4000,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Lactating,372,600,4500,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,372,600,4000,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Pregnant,372,600,4500,mg,Research-based,Psychiatry Research,https://doi.org/10.1016/S0165-1781(99)00034-8,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,612,840,4500,mg,Research-based,Age and Ageing,https://doi.org/10.1093/ageing/afs042,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,612,840,4500,mg,Research-based,Age and Ageing,https://doi.org/10.1093/ageing/afs042,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Female,840,840,5000,mg,Research-based,Age and Ageing,https://doi.org/10.1093/ageing/afs042,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Glycine,Male,840,840,5000,mg,Research-based,Age and Ageing,https://doi.org/10.1093/ageing/afs042,"Conditionally essential during stress, inflammation, sleep disorders, schizophrenia, aging, pregnancy, and collagen synthesis needs. Optimal: 3000-5000mg/day for sleep, neurological: up to 60000mg/day"
Iron,Female,0,6,5,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,0,6,2,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,7,12,7,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,7,12,3,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,12,36,9,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,12,36,4,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,48,96,10,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,48,96,4,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,108,156,14,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,108,156,6,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,168,216,18,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Lactating,168,216,9,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,168,216,8,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Pregnant,168,216,27,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,228,360,18,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Lactating,228,360,9,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,228,360,8,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Pregnant,228,360,27,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,372,600,18,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Lactating,372,600,9,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Male,372,600,8,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Pregnant,372,600,27,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
Iron,Female,612,840,17,mg,RDA,NIH ODS,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Essential for oxygen transport, energy metabolism. Women need more than men. Absorption enhanced by vitamin C, hindered by calcium, tea, and coffee"
